-4.9875 0 0
-4.9625 0 0
-4.9375 0 0
-4.9125 0 0
-4.8875 0 0
-4.8625 0 0
-4.8375 0 0
-4.8125 0 0
-4.7875 0 0
-4.7625 0 0
-4.7375 0 0
-4.7125 0 0
-4.6875 0 0
-4.6625 0 0
-4.6375 0 0
-4.6125 0 0
-4.5875 0 0
-4.5625 0 0
-4.5375 0 0
-4.5125 0 0
-4.4875 0 0
-4.4625 0 0
-4.4375 0 0
-4.4125 0 0
-4.3875 0 0
-4.3625 0 0
-4.3375 0 0
-4.3125 0 0
-4.2875 0 0
-4.2625 0 0
-4.2375 0 0
-4.2125 0 0
-4.1875 0 0
-4.1625 0 0
-4.1375 0 0
-4.1125 0 0
-4.0875 0 0
-4.0625 0 0
-4.0375 0 0
-4.0125 0 0
-3.9875 0 0
-3.9625 0 0
-3.9375 0 0
-3.9125 0 0
-3.8875 0 0
-3.8625 0 0
-3.8375 0 0
-3.8125 0 0
-3.7875 0 0
-3.7625 0 0
-3.7375 0 0
-3.7125 0 0
-3.6875 0 0
-3.6625 0 0
-3.6375 0 0
-3.6125 0 0
-3.5875 0 0
-3.5625 0 0
-3.5375 0 0
-3.5125 0 0
-3.4875 0 0
-3.4625 0 0
-3.4375 0 0
-3.4125 0 0
-3.3875 0 0
-3.3625 0 0
-3.3375 0 0
-3.3125 0 0
-3.2875 0 0
-3.2625 0 0
-3.2375 0 0
-3.2125 0 0
-3.1875 0 0
-3.1625 0 0
-3.1375 0 0
-3.1125 0 0
-3.0875 0 0
-3.0625 0 0
-3.0375 0 0
-3.0125 0 0
-2.9875 0 0
-2.9625 0 0
-2.9375 0 0
-2.9125 0 0
-2.8875 0 0
-2.8625 0 0
-2.8375 0 0
-2.8125 0 0
-2.7875 0 0
-2.7625 0 0
-2.7375 0 0
-2.7125 0 0
-2.6875 0 0
-2.6625 0 0
-2.6375 0 0
-2.6125 8.19672e-06 7.98918e-06
-2.5875 1.63934e-05 1.59784e-05
-2.5625 1.63934e-05 1.59784e-05
-2.5375 4.91803e-05 4.79351e-05
-2.5125 1.63934e-05 1.59784e-05
-2.4875 4.09836e-05 3.25297e-05
-2.4625 3.27869e-05 2.19941e-05
-2.4375 3.27869e-05 2.48619e-05
-2.4125 7.37705e-05 2.94968e-05
-2.3875 9.83607e-05 4.39882e-05
-2.3625 0.000114754 4.79351e-05
-2.3375 0.000172131 6.07609e-05
-2.3125 0.000319672 0.000104633
-2.2875 0.000442623 0.000103096
-2.2625 0.00057377 0.00013789
-2.2375 0.000680328 0.000111352
-2.2125 0.000844262 0.000168492
-2.1875 0.00115574 0.000145003
-2.1625 0.00157377 0.000196858
-2.1375 0.00177869 0.000204844
-2.1125 0.00230328 0.000264203
-2.0875 0.00258197 0.000278899
-2.0625 0.00339344 0.000325834
-2.0375 0.00415574 0.00024761
-2.0125 0.00552459 0.000468018
